id mean std blarg level
0 0.33422749494949505 1.557918125728452 0.6075847705086334 A
1 0.03131724242424242 1.7059548632976966 0.8076898181378737 D
2 0.5897143939393943 1.5467575178683508 0.2714576928711475 C
3 0.22119746464646478 1.5546318938025254 0.3482715960051189 A
4 0.5559986363636362 1.7400236416588486 0.42308801964490594 B
5 0.39954957575757566 1.7507460250900282 0.26354837792794317 C
6 0.30051535353535364 1.5561467775478501 0.4369914545142435 E
7 0.3640443737373738 1.7618642529990876 0.26261807714229024 A
8 0.1753191212121212 1.5016980237095092 0.8366001869342454 D
9 0.3880711616161615 1.642638541124718 0.6200006360840384 F
10 0.14596082828282828 1.5564056410027116 0.6045391908317554 A
11 0.3332580202020202 1.8042772104115965 0.05571783514223483 C
12 -0.05457691919191919 1.9099344265961637 0.531344869096679 A
13 0.1301009898989899 1.7817714345913291 0.6451121357897364 E
14 0.1436861313131313 1.6183474178984323 0.8037632762974819 D
15 0.3449503131313132 1.6253864445794435 0.5016613347703556 A
16 0.1386865252525252 1.5237620681925896 0.7463034326471873 A
17 0.479393383838384 1.694744863557547 0.6534753015656979 C
18 0.0749789494949495 1.7480284826924501 0.9914234521352824 D
19 0.1945923434343433 1.7236649751900404 0.5739250038354742 F
20 -0.05309704040404048 1.5588836565395447 0.2676175889139295 A
21 -0.11027773737373736 1.8028900751634669 0.886039568017418 B
22 0.2474178484848484 1.6152313410870736 0.38107411961598336 D
23 0.1368183535353535 1.7495908893984176 0.9020479070945123 E
24 0.02195342424242427 1.785935224275974 0.11927953004413594 E
25 -0.06144889898989901 1.6376402881222085 0.15201611224016165 A
26 0.10291859595959597 1.7218541042315876 0.2159128314163007 F
27 0.31231767676767674 1.8184319489647538 0.20947361799906894 E
28 0.5637290202020201 1.818339869389518 0.6186664723866305 C
29 0.05716058585858583 1.8791920966069708 0.341127246351408 C
30 0.28770559595959594 1.5505307584759416 0.8769739368114534 D
31 0.28762117171717183 1.6707730338112348 0.38482364742017106 B
32 0.5016491515151515 1.7452925946406341 0.7323913757971783 F
33 0.011327474747474729 1.8395575164324238 0.36880881398982535 F
34 -0.02705739393939392 1.6675554103700432 0.6840018567343449 E
35 -0.08618775757575756 1.7264290537117954 0.36414010231996163 F
36 0.5208495555555556 1.55828363142925 0.5086769773598039 E
37 0.026741565656565696 1.6603773557326473 0.3530553827622436 F
38 0.2887655353535354 1.679504133193524 0.8148570972120188 F
39 0.275434494949495 1.5891905965682682 0.5707417529915674 D
40 0.14232048484848486 1.6219043425510415 0.700405355746568 D
41 0.2657112727272727 1.685363201635638 0.4205031385393182 E
42 0.03388358585858585 2.065481312103841 0.37069783376073806 D
43 0.08776565656565653 1.911029086346407 0.3838030324550621 B
44 0.2524716666666668 1.5464611156255292 0.42866508014868276 B
45 0.28430684848484844 1.633984146900667 0.7759171446558273 E
46 0.14528551515151508 1.6173796435349341 0.9219209668969296 A
47 0.18928222222222224 1.6921464044458838 0.24788451710703996 D
48 -0.01847515151515149 1.7133663717614416 0.47524759880788137 B
49 0.10488765656565638 1.7751370708603365 0.5655476782675882 F
50 0.06853486868686869 1.7873517031804838 0.769874602521988 B
51 0.4947558181818182 1.7013201679960983 0.36747208519194585 E
52 -0.03338596969696967 1.6040850429185893 0.6231684563758529 D
53 0.42288467676767694 1.7000083345203845 0.01711029413716192 C
54 0.31527757575757576 1.8572263339289166 0.18364158523342 D
55 0.49422902020202025 1.6043685316291698 0.7540525117845412 B
56 0.024707535353535384 1.81177201697148 0.6480691837261673 F
57 0.4448676969696967 1.7085893524624247 0.44796394054073063 E
58 0.3351434646464645 1.555953934704952 0.17184410486109425 F
59 0.3159640707070708 1.7090494895672166 0.539775560213633 C
60 0.3926720404040404 1.860557804417398 0.7704347315067821 C
61 0.3006847575757577 1.832638185014691 0.9841216384377766 D
62 0.06551745454545453 1.69809407743706 0.4022432773758432 B
63 -0.001681141414141325 1.6602323297065185 0.47272129149338604 F
64 0.2064055656565655 1.7088234716175943 0.6149874300140842 B
65 0.30630568686868687 1.5388192128060967 0.678648139795211 B
66 0.38672330303030295 1.5309288153933158 0.5692024575017088 B
67 0.301035 1.7445566999960194 0.5661151424591782 D
68 0.13450231313131297 1.8531318560104095 0.6683279798645045 D
69 0.21843552525252521 1.5385763893089501 0.37025088954052665 E
70 -0.0365037272727272 1.7783595193615354 0.32216630744528296 A
71 0.2012458686868687 1.8123343302670458 0.764595203212964 F
72 0.18665855555555563 1.7209525308996894 0.7468738316436889 A
73 0.21221539393939406 1.433169690545663 0.8464889680069382 C
74 0.15500097979797983 1.5719547094217712 0.27044488797305377 F
